Category | Function,Role,Resource type,Unit,Region,Rate_low,Rate_high,Currency,Source,Notes,Estimated_Cost,Band,Anomaly_Flag
Creative,Flash Designer,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Flash Designer,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Creative,Flash Designer,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Creative,Flash Designer,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Creative,Flash Designer,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Flash Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Flash Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Flash Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Flash Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Global Chief Creative Officer,FTE,Hour,UK-LON,275.00,275.00,GBP,OP_Content Lab,Exact Rate Match,117.02,O,
Creative,Global Chief Creative Officer,FTE,Hour,EU-ES,195.00,195.00,EUR,OP_Content Lab,Exact Rate Match,82.98,N,
Creative,Global Chief Creative Officer,FTE,Hour,EU-FR,250.00,250.00,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Global Chief Creative Officer,FTE,Hour,EU-DE,250.00,250.00,EUR,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Global Chief Creative Officer,FTE,Hour,EU-IT,180.00,180.00,EUR,OP_Content Lab,Exact Rate Match,76.6,N,
Creative,Global Chief Creative Officer,FTE,Hour,LATAM-BR,950.00,950.00,BRL,OP_Content Lab,Exact Rate Match,404.26,M,
Creative,Global Chief Creative Officer,FTE,Hour,APAC-CN,"1,824.00","1,824.00",CNY,OP_Content Lab,Exact Rate Match,776.17,O,
Creative,Global Chief Creative Officer,FTE,Hour,NA-CA,220.00,220.00,CAD,OP_Content Lab,Exact Rate Match,93.62,M,
Creative,Global Chief Creative Officer,FTE,Hour,EU-CH,250.00,250.00,CHF,OP_Content Lab,Exact Rate Match,106.38,O,
Creative,Global Chief Creative Officer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Global Chief Creative Officer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Global Chief Creative Officer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Global Chief Creative Officer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Graphic Designer,FTE,Hour,UK-LON,75.00,75.00,GBP,OP_Content Lab,Exact Rate Match,31.91,K,
Creative,Graphic Designer,FTE,Hour,EU-ES,75.00,75.00,EUR,OP_Content Lab,Exact Rate Match,31.91,J,
Creative,Graphic Designer,FTE,Hour,EU-FR,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Graphic Designer,FTE,Hour,EU-DE,95.00,95.00,EUR,OP_Content Lab,Exact Rate Match,40.43,K,
Creative,Graphic Designer,FTE,Hour,EU-IT,90.00,90.00,EUR,OP_Content Lab,Exact Rate Match,38.3,K,
Creative,Graphic Designer,FTE,Hour,LATAM-BR,375.00,375.00,BRL,OP_Content Lab,Exact Rate Match,159.57,J,
Creative,Graphic Designer,FTE,Hour,APAC-CN,510.00,510.00,CNY,OP_Content Lab,Exact Rate Match,217.02,J,
Creative,Graphic Designer,FTE,Hour,NA-CA,95.00,95.00,CAD,OP_Content Lab,Exact Rate Match,40.43,J,
Creative,Graphic Designer,FTE,Hour,EU-CH,95.00,95.00,CHF,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Graphic Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Graphic Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Graphic Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Graphic Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Group Creative Director,FTE,Hour,UK-LON,200.00,200.00,GBP,OP_Content Lab,Exact Rate Match,85.11,N,
Creative,Group Creative Director,FTE,Hour,EU-ES,165.00,165.00,EUR,OP_Content Lab,Exact Rate Match,70.21,N,
Creative,Group Creative Director,FTE,Hour,EU-FR,220.00,220.00,EUR,OP_Content Lab,Exact Rate Match,93.62,N,
Creative,Group Creative Director,FTE,Hour,EU-DE,225.00,225.00,EUR,OP_Content Lab,Exact Rate Match,95.74,N,
Creative,Group Creative Director,FTE,Hour,EU-IT,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Group Creative Director,FTE,Hour,LATAM-BR,875.00,875.00,BRL,OP_Content Lab,Exact Rate Match,372.34,M,
Creative,Group Creative Director,FTE,Hour,APAC-CN,"1,325.00","1,325.00",CNY,OP_Content Lab,Exact Rate Match,563.83,N,
Creative,Group Creative Director,FTE,Hour,NA-CA,195.00,195.00,CAD,OP_Content Lab,Exact Rate Match,82.98,M,
Creative,Group Creative Director,FTE,Hour,EU-CH,225.00,225.00,CHF,OP_Content Lab,Exact Rate Match,95.74,O,
Creative,Group Creative Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Group Creative Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Group Creative Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Group Creative Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Illustrator,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Illustrator,FTE,Hour,EU-ES,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Illustrator,FTE,Hour,EU-FR,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Illustrator,FTE,Hour,EU-DE,140.00,140.00,EUR,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Illustrator,FTE,Hour,EU-IT,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Illustrator,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match,246.81,K,
Creative,Illustrator,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match,329.79,L,
Creative,Illustrator,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match,51.91,K,
Creative,Illustrator,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Illustrator,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Illustrator,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Illustrator,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Illustrator,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Junior Art Director,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Art Director,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Art Director,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match,48.94,L,
Creative,Junior Art Director,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Junior Art Director,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Junior Art Director,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match,178.72,J,
Creative,Junior Art Director,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match,268.09,K,
Creative,Junior Art Director,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match,50.21,K,
Creative,Junior Art Director,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Junior Art Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Junior Art Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Junior Art Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Junior Art Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Junior Copywriter,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Copywriter,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Copywriter,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match,48.94,L,
Creative,Junior Copywriter,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Junior Copywriter,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Junior Copywriter,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match,178.72,J,
Creative,Junior Copywriter,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match,268.09,K,
Creative,Junior Copywriter,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match,50.21,K,
Creative,Junior Copywriter,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Junior Copywriter,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Junior Copywriter,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Junior Copywriter,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Junior Copywriter,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Junior Designer,FTE,Hour,UK-LON,75.00,75.00,GBP,OP_Content Lab,Exact Rate Match,31.91,K,
Creative,Junior Designer,FTE,Hour,EU-ES,56.00,75.00,EUR,OP_Content Lab,Exact Rate Match,23.83,J,
Creative,Junior Designer,FTE,Hour,EU-FR,58.00,100.00,EUR,OP_Content Lab,Exact Rate Match,24.68,J,
Creative,Junior Designer,FTE,Hour,EU-DE,58.00,95.00,EUR,OP_Content Lab,Exact Rate Match,24.68,J,
Creative,Junior Designer,FTE,Hour,EU-IT,56.00,90.00,EUR,OP_Content Lab,Exact Rate Match,23.83,J,
Creative,Junior Designer,FTE,Hour,LATAM-BR,375.00,375.00,BRL,OP_Content Lab,Exact Rate Match,159.57,J,
Creative,Junior Designer,FTE,Hour,APAC-CN,510.00,510.00,CNY,OP_Content Lab,Exact Rate Match,217.02,J,
Creative,Junior Designer,FTE,Hour,NA-CA,95.00,95.00,CAD,OP_Content Lab,Exact Rate Match,40.43,J,
Creative,Junior Designer,FTE,Hour,EU-CH,95.00,95.00,CHF,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Junior Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Junior Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Junior Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Junior Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Junior Web Designer,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Junior Web Designer,FTE,Hour,EU-ES,50.00,80.00,EUR,OP_Content Lab,Exact Rate Match,21.28,J,
Creative,Junior Web Designer,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match,48.94,L,
Creative,Junior Web Designer,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Junior Web Designer,FTE,Hour,EU-IT,50.00,100.00,EUR,OP_Content Lab,Exact Rate Match,21.28,J,
Creative,Junior Web Designer,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match,178.72,J,
Creative,Junior Web Designer,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match,268.09,K,
Creative,Junior Web Designer,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match,50.21,K,
Creative,Junior Web Designer,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Junior Web Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Junior Web Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Junior Web Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Junior Web Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Senior Animation Artist,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Creative,Senior Animation Artist,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Senior Animation Artist,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Senior Animation Artist,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Animation Artist,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Senior Animation Artist,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Creative,Senior Animation Artist,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Creative,Senior Animation Artist,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Creative,Senior Animation Artist,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Animation Artist,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Senior Animation Artist,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Senior Animation Artist,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Senior Animation Artist,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Senior Art Director,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Creative,Senior Art Director,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Senior Art Director,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Senior Art Director,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Art Director,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Senior Art Director,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Creative,Senior Art Director,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Creative,Senior Art Director,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Creative,Senior Art Director,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Art Director,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Senior Art Director,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Senior Art Director,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Senior Art Director,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Senior Copywriter,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Creative,Senior Copywriter,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Senior Copywriter,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Senior Copywriter,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Copywriter,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Senior Copywriter,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Creative,Senior Copywriter,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Creative,Senior Copywriter,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Creative,Senior Copywriter,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Copywriter,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Senior Copywriter,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Senior Copywriter,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Senior Copywriter,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Senior Designer,FTE,Hour,UK-LON,95.00,95.00,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Senior Designer,FTE,Hour,EU-ES,84.00,100.00,EUR,OP_Content Lab,Exact Rate Match,35.74,K,
Creative,Senior Designer,FTE,Hour,EU-FR,87.00,140.00,EUR,OP_Content Lab,Exact Rate Match,37.02,K,
Creative,Senior Designer,FTE,Hour,EU-DE,87.00,140.00,EUR,OP_Content Lab,Exact Rate Match,37.02,K,
Creative,Senior Designer,FTE,Hour,EU-IT,84.00,120.00,EUR,OP_Content Lab,Exact Rate Match,35.74,K,
Creative,Senior Designer,FTE,Hour,LATAM-BR,580.00,580.00,BRL,OP_Content Lab,Exact Rate Match,246.81,K,
Creative,Senior Designer,FTE,Hour,APAC-CN,775.00,775.00,CNY,OP_Content Lab,Exact Rate Match,329.79,L,
Creative,Senior Designer,FTE,Hour,NA-CA,122.00,122.00,CAD,OP_Content Lab,Exact Rate Match,51.91,K,
Creative,Senior Designer,FTE,Hour,EU-CH,140.00,140.00,CHF,OP_Content Lab,Exact Rate Match,59.57,M,
Creative,Senior Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Senior Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Senior Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Senior Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Senior Graphic Designer,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Senior Graphic Designer,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,Senior Graphic Designer,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match,48.94,L,
Creative,Senior Graphic Designer,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Senior Graphic Designer,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
Creative,Senior Graphic Designer,FTE,Hour,LATAM-BR,420.00,420.00,BRL,OP_Content Lab,Exact Rate Match,178.72,J,
Creative,Senior Graphic Designer,FTE,Hour,APAC-CN,630.00,630.00,CNY,OP_Content Lab,Exact Rate Match,268.09,K,
Creative,Senior Graphic Designer,FTE,Hour,NA-CA,118.00,118.00,CAD,OP_Content Lab,Exact Rate Match,50.21,K,
Creative,Senior Graphic Designer,FTE,Hour,EU-CH,120.00,120.00,CHF,OP_Content Lab,Exact Rate Match,51.06,M,
Creative,Senior Graphic Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Senior Graphic Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Senior Graphic Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Senior Graphic Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Senior Illustrator,FTE,Hour,UK-LON,110.00,110.00,GBP,OP_Content Lab,Exact Rate Match,46.81,M,
Creative,Senior Illustrator,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Senior Illustrator,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Senior Illustrator,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Illustrator,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Senior Illustrator,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Creative,Senior Illustrator,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Creative,Senior Illustrator,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Creative,Senior Illustrator,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Illustrator,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Senior Illustrator,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Senior Illustrator,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Senior Illustrator,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,Senior Web Designer,FTE,Hour,UK-LON,95.00,110.00,GBP,OP_Content Lab,Exact Rate Match,40.43,L,
Creative,Senior Web Designer,FTE,Hour,EU-ES,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,Senior Web Designer,FTE,Hour,EU-FR,175.00,175.00,EUR,OP_Content Lab,Exact Rate Match,74.47,N,
Creative,Senior Web Designer,FTE,Hour,EU-DE,150.00,150.00,EUR,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Web Designer,FTE,Hour,EU-IT,127.00,127.00,EUR,OP_Content Lab,Exact Rate Match,54.04,M,
Creative,Senior Web Designer,FTE,Hour,LATAM-BR,640.00,640.00,BRL,OP_Content Lab,Exact Rate Match,272.34,L,
Creative,Senior Web Designer,FTE,Hour,APAC-CN,710.00,710.00,CNY,OP_Content Lab,Exact Rate Match,302.13,K,
Creative,Senior Web Designer,FTE,Hour,NA-CA,145.00,145.00,CAD,OP_Content Lab,Exact Rate Match,61.7,L,
Creative,Senior Web Designer,FTE,Hour,EU-CH,150.00,150.00,CHF,OP_Content Lab,Exact Rate Match,63.83,M,
Creative,Senior Web Designer,FTE,Hour,APAC-IN,30.00,30.00,USD,OP_Content Lab,Exact Rate Match,12.77,J,
Creative,Senior Web Designer,FTE,Hour,APAC-CN-USD,42.00,42.00,USD,OP_Content Lab,Exact Rate Match,17.87,J,
Creative,Senior Web Designer,FTE,Hour,LATAM-MX,45.00,45.00,USD,OP_Content Lab,Exact Rate Match,19.15,J,
Creative,Senior Web Designer,FTE,Hour,EU-PL,47.50,47.50,USD,OP_Content Lab,Exact Rate Match,20.21,J,
Creative,SEO Strategist,FTE,Hour,UK-LON,80.00,80.00,GBP,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,SEO Strategist,FTE,Hour,EU-ES,80.00,80.00,EUR,OP_Content Lab,Exact Rate Match,34.04,K,
Creative,SEO Strategist,FTE,Hour,EU-FR,115.00,115.00,EUR,OP_Content Lab,Exact Rate Match,48.94,L,
Creative,SEO Strategist,FTE,Hour,EU-DE,120.00,120.00,EUR,OP_Content Lab,Exact Rate Match,51.06,L,
Creative,SEO Strategist,FTE,Hour,EU-IT,100.00,100.00,EUR,OP_Content Lab,Exact Rate Match,42.55,L,
